event_id,time,cluster_id
1,365.749,0
2,377.016,4
3,763.079,2
4,777.448,4
5,980.05,0
6,997.758,1
7,1360.431,0
8,1375.864,4
9,1586.612,0
10,1598.016,1
11,1867.008,0
12,1884.129,2
13,2218.656,2
14,2234.53,3
15,2520.949,1
16,2529.676,2
17,2842.776,0
18,2849.542,2
19,3228.174,2
20,3241.754,3
21,3603.695,2
22,3613.949,4
23,4026.916,2
24,4043.634,4
25,4410.446,0
26,4418.782,2
27,4710.795,1
28,4717.32,2
29,4934.35,3
30,4948.546,4
31,5307.289,0
32,5324.899,1
33,5583.097,2
34,5593.543,3
35,5886.236,0
36,5894.51,4
37,6105.691,1
38,6117.4,2
39,6351.858,1
40,6365.896,2
41,6650.812,3
42,6666.804,4
43,7014.868,2
44,7024.616,3
45,7404.359,1
46,7420.016,3
47,7693.011,2
48,7702.471,4
49,8046.269,0
50,8053.946,1
51,8281.924,3
52,8288.013,4
53,8656.875,1
54,8670.853,2
55,9020.093,1
56,9035.461,2
57,9325.601,1
58,9338.426,2
59,9551.977,1
60,9559.352,2
61,9899.768,0
62,9911.421,4
63,10227.078,0
64,10242.258,4
65,10574.591,1
66,10587.233,2
67,10901.443,0
68,10911.091,1
69,11098.487,1
70,11109.727,3
71,11341.228,0
72,11352.13,1
73,11736.947,2
74,11745.754,4
75,11939.747,0
76,11949.123,2
77,12199.586,1
78,12213.529,2
79,12527.217,0
80,12542.623,4
81,12882.059,2
82,12892.935,3
83,13268.3,1
84,13276.304,2
85,13461.755,0
86,13468.835,4
87,13822.202,0
88,13833.744,4
89,14052.449,2
90,14064.462,4
91,14281.017,0
92,14295.373,4
93,14582.45,0
94,14593.022,4
95,14845.385,2
96,14858.949,3
97,15125.784,0
98,15132.836,4
99,15341.157,0
100,15358.7,4
101,15756.759,0
102,15771.156,2
103,16014.964,0
104,16032.594,2
105,16399.495,3
106,16414.097,4
107,16701.944,1
108,16711.211,3
109,16914.345,0
110,16931.176,1
111,17220.562,1
112,17228.991,2
113,17482.42,1
114,17495.371,3
115,17717.796,0
116,17734.076,4
117,18096.121,0
118,18110.754,2
119,18394.456,2
120,18407.984,3
121,18728.168,0
122,18741.966,4
123,18942.232,2
124,18953.222,3
125,19143.209,0
126,19155.137,1
127,19414.304,0
128,19422.038,4
129,19626.855,0
130,19639.907,1
131,19860.849,0
132,19877.951,2
