event_id,time,cluster_id
1,458.968,0
2,474.868,2
3,956.689,3
4,977.242,6
5,1252.67,3
6,1278.231,6
7,1733.739,0
8,1755.888,1
9,2040.479,0
10,2056.586,2
11,2406.701,1
12,2431.383,3
13,2855.226,0
14,2878.036,3
15,3247.758,2
16,3259.848,5
17,3659.586,2
18,3668.735,6
19,4142.195,3
20,4161.565,4
21,4616.249,1
22,4630.63,3
23,5142.719,0
24,5166.795,1
25,5626.959,3
26,5638.462,6
27,6014.477,0
28,6023.265,2
29,6314.923,5
30,6335.218,7
31,6786.304,1
32,6811.719,3
33,7149.692,5
34,7164.36,7
35,7541.14,0
36,7552.551,2
37,7837.63,0
38,7854.192,3
39,8165.458,0
40,8185.515,1
41,8553.546,1
42,8576.534,2
43,9015.605,1
44,9029.228,2
45,9503.938,2
46,9526.424,5
47,9881.043,0
48,9894.233,2
49,10328.507,2
50,10339.022,4
51,10642.997,2
52,10651.13,6
53,11113.6,1
54,11133.567,3
55,11573.962,2
56,11596.015,6
57,11969.922,0
58,11988.159,2
59,12275.904,0
60,12285.966,3
61,12716.435,4
62,12732.915,5
63,13135.528,6
64,13157.298,7
65,13578.672,1
66,13596.637,4
67,13997.623,2
68,14011.094,5
69,14269.414,5
70,14285.275,7
71,14593.213,1
72,14608.567,2
73,15088.986,2
74,15101.197,4
75,15366.938,2
76,15380.003,4
77,15709.273,1
78,15729.188,2
79,16129.587,5
80,16151.697,7
81,16581.061,4
82,16596.376,5
83,17066.162,4
84,17077.167,5
85,17333.3,1
86,17342.921,3
87,17787.958,1
88,17804.271,2
89,18097.815,6
90,18114.834,7
91,18405.958,3
92,18426.492,4
93,18796.954,3
94,18811.812,4
95,19143.22,3
96,19162.566,6
97,19510.255,1
98,19519.833,4
99,19801.694,3
100,19827.008,4
101,20322.325,3
102,20342.92,4
103,20664.705,0
104,20690.15,1
105,21150.413,2
106,21171.317,6
107,21542.644,6
108,21555.545,7
109,21831.57,0
110,21855.817,1
111,22228.877,1
112,22240.519,2
113,22573.128,1
114,22591.553,2
115,22889.282,6
116,22912.701,7
117,23367.501,0
118,23388.452,1
119,23755.117,2
120,23774.408,5
121,24182.115,3
122,24201.812,4
123,24474.612,1
124,24490.097,3
125,24751.333,4
126,24768.224,5
127,25107.287,1
128,25117.888,3
129,25395.807,1
130,25414.385,4
131,25710.445,0
132,25735.097,3
133,26141.983,3
134,26156.227,6
135,26565.774,2
136,26574.185,5
137,27082.996,1
138,27099.677,3
139,27561.016,2
140,27570.505,5
141,27951.903,3
142,27968.735,6
143,28471.949,2
144,28490.24,5
145,28868.082,6
146,28880.887,7
147,29220.411,0
148,29237.783,2
149,29606.289,2
150,29614.678,4
151,30087.777,1
152,30111.908,3
153,30399.775,4
154,30417.748,5
155,30697.063,4
156,30717.164,5
157,31043.097,4
158,31062.966,5
159,31509.255,2
160,31531.09,4
161,31810.181,0
162,31834.669,1
163,32146.827,2
164,32155.5,4
165,32555.31,1
166,32569.987,4
