event_id,Alarm Text,Set,time,cluster_id_true,cause_event_id_true
1,ALARM62031-Catalyst feeder jitter line 1.,1/1/26 8:06:05,365.749,2,-1
2,ALARM63040-Column pressure surge section 4.,1/1/26 8:06:17,377.016,3,1
3,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 8:12:43,763.079,1,-1
4,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 8:12:57,777.448,2,3
5,ALARM60011-Feed oscillation train 1.,1/1/26 8:16:20,980.05,0,-1
6,ALARM63040-Column pressure surge section 4.,1/1/26 8:16:37,997.758,3,5
7,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 8:22:40,1360.431,2,-1
8,ALARM64051-SIS recovery latch state 3.,1/1/26 8:22:55,1375.864,4,7
9,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 8:26:26,1586.612,2,-1
10,ALARM63040-Column pressure surge section 4.,1/1/26 8:26:38,1598.016,3,9
11,ALARM60010-Feed pressure transient train 3.,1/1/26 8:31:07,1867.008,0,-1
12,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 8:31:24,1884.129,2,11
13,ALARM60010-Feed pressure transient train 1.,1/1/26 8:36:58,2218.656,0,-1
14,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 8:37:14,2234.53,2,13
15,ALARM61020-Reactor thermal drift unit 2.,1/1/26 8:42:00,2520.949,1,-1
16,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 8:42:09,2529.676,2,15
17,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 8:47:22,2842.776,1,-1
18,ALARM64051-SIS recovery latch state 2.,1/1/26 8:47:29,2849.542,4,17
19,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 8:53:48,3228.174,2,-1
20,ALARM64050-Recovery interlock sequence state 3.,1/1/26 8:54:01,3241.754,4,19
21,ALARM61020-Reactor thermal drift unit 2.,1/1/26 9:00:03,3603.695,1,-1
22,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 9:00:13,3613.949,2,21
23,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 9:07:06,4026.916,2,-1
24,ALARM63041-Column deltaP anomaly section 2.,1/1/26 9:07:23,4043.634,3,23
25,ALARM60011-Feed oscillation train 1.,1/1/26 9:13:30,4410.446,0,-1
26,ALARM61020-Reactor thermal drift unit 1.,1/1/26 9:13:38,4418.782,1,25
27,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 9:18:30,4710.795,1,-1
28,ALARM64051-SIS recovery latch state 1.,1/1/26 9:18:37,4717.32,4,27
29,ALARM63040-Column pressure surge section 3.,1/1/26 9:22:14,4934.35,3,-1
30,ALARM64050-Recovery interlock sequence state 4.,1/1/26 9:22:28,4948.546,4,29
31,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 9:28:27,5307.289,1,-1
32,ALARM64050-Recovery interlock sequence state 3.,1/1/26 9:28:44,5324.899,4,31
33,ALARM60010-Feed pressure transient train 2.,1/1/26 9:33:03,5583.097,0,-1
34,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 9:33:13,5593.543,1,33
35,ALARM63041-Column deltaP anomaly section 3.,1/1/26 9:38:06,5886.236,3,-1
36,ALARM64050-Recovery interlock sequence state 2.,1/1/26 9:38:14,5894.51,4,35
37,ALARM60011-Feed oscillation train 1.,1/1/26 9:41:45,6105.691,0,-1
38,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 9:41:57,6117.4,2,37
39,ALARM63040-Column pressure surge section 2.,1/1/26 9:45:51,6351.858,3,-1
40,ALARM64051-SIS recovery latch state 1.,1/1/26 9:46:05,6365.896,4,39
41,ALARM60011-Feed oscillation train 4.,1/1/26 9:50:50,6650.812,0,-1
42,ALARM63041-Column deltaP anomaly section 3.,1/1/26 9:51:06,6666.804,3,41
43,ALARM60010-Feed pressure transient train 1.,1/1/26 9:56:54,7014.868,0,-1
44,ALARM63041-Column deltaP anomaly section 3.,1/1/26 9:57:04,7024.616,3,43
45,ALARM60010-Feed pressure transient train 3.,1/1/26 10:03:24,7404.359,0,-1
46,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 10:03:40,7420.016,1,45
47,ALARM60011-Feed oscillation train 1.,1/1/26 10:08:13,7693.011,0,-1
48,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 10:08:22,7702.471,1,47
49,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 10:14:06,8046.269,2,-1
50,ALARM64050-Recovery interlock sequence state 2.,1/1/26 10:14:13,8053.946,4,49
