event_id,time,cluster_id
1,365.749,0
2,377.016,2
3,763.079,1
4,777.448,2
5,980.05,2
6,997.758,3
7,1360.431,1
8,1375.864,2
9,1586.612,1
10,1598.016,2
11,1867.008,2
12,1884.129,3
13,2218.656,0
14,2234.53,1
15,2520.949,2
16,2529.676,3
17,2842.776,2
18,2849.542,4
19,3228.174,1
20,3241.754,2
21,3603.695,0
22,3613.949,1
23,4026.916,0
24,4043.634,2
25,4410.446,0
26,4418.782,1
27,4710.795,0
28,4717.32,3
29,4934.35,2
30,4948.546,4
31,5307.289,0
32,5324.899,3
33,5583.097,1
34,5593.543,2
35,5886.236,0
36,5894.51,1
37,6105.691,1
38,6117.4,2
39,6351.858,1
40,6365.896,2
41,6650.812,2
42,6666.804,4
43,7014.868,3
44,7024.616,4
45,7404.359,0
46,7420.016,2
47,7693.011,0
48,7702.471,1
49,8046.269,1
50,8053.946,4
51,8281.924,3
52,8288.013,4
53,8656.875,0
54,8670.853,3
55,9020.093,0
56,9035.461,2
57,9325.601,2
58,9338.426,3
59,9551.977,2
60,9559.352,4
61,9899.768,1
62,9911.421,2
63,10227.078,1
64,10242.258,2
65,10574.591,0
66,10587.233,3
67,10901.443,2
68,10911.091,3
69,11098.487,3
70,11109.727,4
71,11341.228,2
72,11352.13,4
73,11736.947,0
74,11745.754,3
75,11939.747,0
76,11949.123,3
77,12199.586,0
78,12213.529,1
79,12527.217,2
80,12542.623,4
81,12882.059,1
82,12892.935,4
83,13268.3,0
84,13276.304,1
85,13461.755,0
86,13468.835,3
87,13822.202,1
88,13833.744,2
89,14052.449,3
90,14064.462,4
91,14281.017,0
92,14295.373,1
93,14582.45,1
94,14593.022,4
95,14845.385,1
96,14858.949,2
97,15125.784,0
98,15132.836,2
99,15341.157,3
100,15358.7,4
101,15756.759,1
102,15771.156,2
103,16014.964,1
104,16032.594,2
105,16399.495,1
106,16414.097,4
107,16701.944,1
108,16711.211,4
109,16914.345,0
110,16931.176,1
111,17220.562,0
112,17228.991,2
113,17482.42,3
114,17495.371,4
115,17717.796,0
116,17734.076,3
117,18096.121,2
118,18110.754,4
119,18394.456,0
120,18407.984,1
121,18728.168,0
122,18741.966,2
123,18942.232,1
124,18953.222,4
125,19143.209,1
126,19155.137,4
127,19414.304,1
128,19422.038,2
129,19626.855,3
130,19639.907,4
131,19860.849,0
132,19877.951,1
133,20197.405,2
134,20207.568,4
135,20529.387,0
136,20535.661,2
137,20945.715,3
138,20957.503,4
139,21325.359,0
140,21332.352,1
141,21629.15,1
142,21641.039,4
143,22046.117,2
144,22058.978,3
145,22352.615,2
146,22361.819,4
147,22621.395,1
148,22633.643,2
149,22918.982,1
150,22925.242,4
151,23303.552,3
152,23320.306,4
153,23533.965,0
154,23546.614,2
155,23752.672,2
156,23766.739,4
157,24014.235,2
158,24028.148,3
159,24382.627,0
160,24397.85,3
161,24603.708,0
162,24620.7,3
163,24855.952,0
164,24862.401,2
165,25175.565,2
166,25186.016,3
167,25565.166,0
168,25580.865,1
169,25836.978,2
170,25854.413,4
