event_id,Alarm Text,Set,time,cluster_id_true,cause_event_id_true
1,ALARM60010-Feed pressure transient train 1.,1/1/26 8:06:05,365.749,0,-1
2,ALARM64051-SIS recovery latch state 3.,1/1/26 8:06:17,377.016,4,1
3,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 8:12:43,763.079,2,-1
4,ALARM64050-Recovery interlock sequence state 4.,1/1/26 8:12:57,777.448,4,3
5,ALARM60010-Feed pressure transient train 3.,1/1/26 8:16:20,980.05,0,-1
6,ALARM61020-Reactor thermal drift unit 4.,1/1/26 8:16:37,997.758,1,5
7,ALARM60010-Feed pressure transient train 2.,1/1/26 8:22:40,1360.431,0,-1
8,ALARM64051-SIS recovery latch state 4.,1/1/26 8:22:55,1375.864,4,7
9,ALARM60010-Feed pressure transient train 3.,1/1/26 8:26:26,1586.612,0,-1
10,ALARM61021-Reactor heat imbalance unit 1.,1/1/26 8:26:38,1598.016,1,9
11,ALARM60011-Feed oscillation train 3.,1/1/26 8:31:07,1867.008,0,-1
12,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 8:31:24,1884.129,2,11
13,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 8:36:58,2218.656,2,-1
14,ALARM63040-Column pressure surge section 2.,1/1/26 8:37:14,2234.53,3,13
15,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 8:42:00,2520.949,1,-1
16,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 8:42:09,2529.676,2,15
17,ALARM60011-Feed oscillation train 1.,1/1/26 8:47:22,2842.776,0,-1
18,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 8:47:29,2849.542,2,17
19,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 8:53:48,3228.174,2,-1
20,ALARM63041-Column deltaP anomaly section 4.,1/1/26 8:54:01,3241.754,3,19
21,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 9:00:03,3603.695,2,-1
22,ALARM64050-Recovery interlock sequence state 4.,1/1/26 9:00:13,3613.949,4,21
23,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 9:07:06,4026.916,2,-1
24,ALARM64051-SIS recovery latch state 3.,1/1/26 9:07:23,4043.634,4,23
25,ALARM60010-Feed pressure transient train 2.,1/1/26 9:13:30,4410.446,0,-1
26,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 9:13:38,4418.782,2,25
27,ALARM61020-Reactor thermal drift unit 2.,1/1/26 9:18:30,4710.795,1,-1
28,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 9:18:37,4717.32,2,27
29,ALARM63040-Column pressure surge section 4.,1/1/26 9:22:14,4934.35,3,-1
30,ALARM64050-Recovery interlock sequence state 4.,1/1/26 9:22:28,4948.546,4,29
31,ALARM60011-Feed oscillation train 2.,1/1/26 9:28:27,5307.289,0,-1
32,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 9:28:44,5324.899,1,31
33,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 9:33:03,5583.097,2,-1
34,ALARM63040-Column pressure surge section 1.,1/1/26 9:33:13,5593.543,3,33
35,ALARM60010-Feed pressure transient train 4.,1/1/26 9:38:06,5886.236,0,-1
36,ALARM64050-Recovery interlock sequence state 2.,1/1/26 9:38:14,5894.51,4,35
37,ALARM61021-Reactor heat imbalance unit 1.,1/1/26 9:41:45,6105.691,1,-1
38,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 9:41:57,6117.4,2,37
39,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 9:45:51,6351.858,1,-1
40,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 9:46:05,6365.896,2,39
41,ALARM63041-Column deltaP anomaly section 4.,1/1/26 9:50:50,6650.812,3,-1
42,ALARM64051-SIS recovery latch state 2.,1/1/26 9:51:06,6666.804,4,41
43,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 9:56:54,7014.868,2,-1
44,ALARM63041-Column deltaP anomaly section 2.,1/1/26 9:57:04,7024.616,3,43
45,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 10:03:24,7404.359,1,-1
46,ALARM63040-Column pressure surge section 3.,1/1/26 10:03:40,7420.016,3,45
47,ALARM62031-Catalyst feeder jitter line 1.,1/1/26 10:08:13,7693.011,2,-1
48,ALARM64051-SIS recovery latch state 2.,1/1/26 10:08:22,7702.471,4,47
49,ALARM60011-Feed oscillation train 3.,1/1/26 10:14:06,8046.269,0,-1
50,ALARM61021-Reactor heat imbalance unit 1.,1/1/26 10:14:13,8053.946,1,49
51,ALARM63040-Column pressure surge section 2.,1/1/26 10:18:01,8281.924,3,-1
52,ALARM64050-Recovery interlock sequence state 4.,1/1/26 10:18:08,8288.013,4,51
53,ALARM61020-Reactor thermal drift unit 2.,1/1/26 10:24:16,8656.875,1,-1
54,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 10:24:30,8670.853,2,53
55,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 10:30:20,9020.093,1,-1
56,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 10:30:35,9035.461,2,55
57,ALARM61020-Reactor thermal drift unit 2.,1/1/26 10:35:25,9325.601,1,-1
58,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 10:35:38,9338.426,2,57
59,ALARM61020-Reactor thermal drift unit 4.,1/1/26 10:39:11,9551.977,1,-1
60,ALARM62031-Catalyst feeder jitter line 1.,1/1/26 10:39:19,9559.352,2,59
61,ALARM60011-Feed oscillation train 3.,1/1/26 10:44:59,9899.768,0,-1
62,ALARM64051-SIS recovery latch state 4.,1/1/26 10:45:11,9911.421,4,61
63,ALARM60010-Feed pressure transient train 4.,1/1/26 10:50:27,10227.078,0,-1
64,ALARM64050-Recovery interlock sequence state 3.,1/1/26 10:50:42,10242.258,4,63
65,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 10:56:14,10574.591,1,-1
66,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 10:56:27,10587.233,2,65
67,ALARM60011-Feed oscillation train 4.,1/1/26 11:01:41,10901.443,0,-1
68,ALARM61020-Reactor thermal drift unit 4.,1/1/26 11:01:51,10911.091,1,67
69,ALARM61020-Reactor thermal drift unit 1.,1/1/26 11:04:58,11098.487,1,-1
70,ALARM63041-Column deltaP anomaly section 1.,1/1/26 11:05:09,11109.727,3,69
71,ALARM60010-Feed pressure transient train 4.,1/1/26 11:09:01,11341.228,0,-1
72,ALARM61020-Reactor thermal drift unit 4.,1/1/26 11:09:12,11352.13,1,71
73,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 11:15:36,11736.947,2,-1
74,ALARM64051-SIS recovery latch state 4.,1/1/26 11:15:45,11745.754,4,73
75,ALARM60011-Feed oscillation train 2.,1/1/26 11:18:59,11939.747,0,-1
76,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 11:19:09,11949.123,2,75
77,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 11:23:19,12199.586,1,-1
78,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 11:23:33,12213.529,2,77
79,ALARM60011-Feed oscillation train 1.,1/1/26 11:28:47,12527.217,0,-1
80,ALARM64051-SIS recovery latch state 1.,1/1/26 11:29:02,12542.623,4,79
81,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 11:34:42,12882.059,2,-1
82,ALARM63040-Column pressure surge section 1.,1/1/26 11:34:52,12892.935,3,81
83,ALARM61020-Reactor thermal drift unit 1.,1/1/26 11:41:08,13268.3,1,-1
84,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 11:41:16,13276.304,2,83
85,ALARM60010-Feed pressure transient train 2.,1/1/26 11:44:21,13461.755,0,-1
86,ALARM64050-Recovery interlock sequence state 2.,1/1/26 11:44:28,13468.835,4,85
87,ALARM60011-Feed oscillation train 1.,1/1/26 11:50:22,13822.202,0,-1
88,ALARM64050-Recovery interlock sequence state 4.,1/1/26 11:50:33,13833.744,4,87
89,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 11:54:12,14052.449,2,-1
90,ALARM64050-Recovery interlock sequence state 1.,1/1/26 11:54:24,14064.462,4,89
91,ALARM60010-Feed pressure transient train 3.,1/1/26 11:58:01,14281.017,0,-1
92,ALARM64050-Recovery interlock sequence state 1.,1/1/26 11:58:15,14295.373,4,91
93,ALARM60011-Feed oscillation train 4.,1/1/26 12:03:02,14582.45,0,-1
94,ALARM64051-SIS recovery latch state 2.,1/1/26 12:03:13,14593.022,4,93
95,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 12:07:25,14845.385,2,-1
96,ALARM63040-Column pressure surge section 3.,1/1/26 12:07:38,14858.949,3,95
97,ALARM60010-Feed pressure transient train 1.,1/1/26 12:12:05,15125.784,0,-1
98,ALARM64051-SIS recovery latch state 4.,1/1/26 12:12:12,15132.836,4,97
99,ALARM60011-Feed oscillation train 1.,1/1/26 12:15:41,15341.157,0,-1
100,ALARM64051-SIS recovery latch state 1.,1/1/26 12:15:58,15358.7,4,99
101,ALARM60011-Feed oscillation train 4.,1/1/26 12:22:36,15756.759,0,-1
102,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 12:22:51,15771.156,2,101
103,ALARM60011-Feed oscillation train 4.,1/1/26 12:26:54,16014.964,0,-1
104,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 12:27:12,16032.594,2,103
105,ALARM63040-Column pressure surge section 3.,1/1/26 12:33:19,16399.495,3,-1
106,ALARM64051-SIS recovery latch state 4.,1/1/26 12:33:34,16414.097,4,105
107,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 12:38:21,16701.944,1,-1
108,ALARM63041-Column deltaP anomaly section 2.,1/1/26 12:38:31,16711.211,3,107
109,ALARM60010-Feed pressure transient train 3.,1/1/26 12:41:54,16914.345,0,-1
110,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 12:42:11,16931.176,1,109
111,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 12:47:00,17220.562,1,-1
112,ALARM62031-Catalyst feeder jitter line 1.,1/1/26 12:47:08,17228.991,2,111
113,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 12:51:22,17482.42,1,-1
114,ALARM63040-Column pressure surge section 4.,1/1/26 12:51:35,17495.371,3,113
115,ALARM60010-Feed pressure transient train 3.,1/1/26 12:55:17,17717.796,0,-1
116,ALARM64051-SIS recovery latch state 3.,1/1/26 12:55:34,17734.076,4,115
117,ALARM60011-Feed oscillation train 3.,1/1/26 13:01:36,18096.121,0,-1
118,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 13:01:50,18110.754,2,117
119,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 13:06:34,18394.456,2,-1
120,ALARM63041-Column deltaP anomaly section 4.,1/1/26 13:06:47,18407.984,3,119
121,ALARM60010-Feed pressure transient train 4.,1/1/26 13:12:08,18728.168,0,-1
122,ALARM64051-SIS recovery latch state 4.,1/1/26 13:12:21,18741.966,4,121
123,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 13:15:42,18942.232,2,-1
124,ALARM63041-Column deltaP anomaly section 2.,1/1/26 13:15:53,18953.222,3,123
125,ALARM60011-Feed oscillation train 2.,1/1/26 13:19:03,19143.209,0,-1
126,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 13:19:15,19155.137,1,125
127,ALARM60011-Feed oscillation train 3.,1/1/26 13:23:34,19414.304,0,-1
128,ALARM64051-SIS recovery latch state 3.,1/1/26 13:23:42,19422.038,4,127
129,ALARM60011-Feed oscillation train 4.,1/1/26 13:27:06,19626.855,0,-1
130,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 13:27:19,19639.907,1,129
131,ALARM60011-Feed oscillation train 2.,1/1/26 13:31:00,19860.849,0,-1
132,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 13:31:17,19877.951,2,131
133,ALARM61021-Reactor heat imbalance unit 1.,1/1/26 13:36:37,20197.405,1,-1
134,ALARM63040-Column pressure surge section 2.,1/1/26 13:36:47,20207.568,3,133
135,ALARM60010-Feed pressure transient train 4.,1/1/26 13:42:09,20529.387,0,-1
136,ALARM64051-SIS recovery latch state 3.,1/1/26 13:42:15,20535.661,4,135
137,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 13:49:05,20945.715,2,-1
138,ALARM63041-Column deltaP anomaly section 2.,1/1/26 13:49:17,20957.503,3,137
139,ALARM63041-Column deltaP anomaly section 2.,1/1/26 13:55:25,21325.359,3,-1
140,ALARM64051-SIS recovery latch state 1.,1/1/26 13:55:32,21332.352,4,139
141,ALARM60010-Feed pressure transient train 3.,1/1/26 14:00:29,21629.15,0,-1
142,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 14:00:41,21641.039,2,141
143,ALARM63041-Column deltaP anomaly section 2.,1/1/26 14:07:26,22046.117,3,-1
144,ALARM64051-SIS recovery latch state 1.,1/1/26 14:07:38,22058.978,4,143
145,ALARM61020-Reactor thermal drift unit 3.,1/1/26 14:12:32,22352.615,1,-1
146,ALARM63041-Column deltaP anomaly section 4.,1/1/26 14:12:41,22361.819,3,145
147,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 14:17:01,22621.395,2,-1
148,ALARM63040-Column pressure surge section 1.,1/1/26 14:17:13,22633.643,3,147
149,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 14:21:58,22918.982,2,-1
150,ALARM64050-Recovery interlock sequence state 1.,1/1/26 14:22:05,22925.242,4,149
151,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 14:28:23,23303.552,2,-1
152,ALARM64050-Recovery interlock sequence state 1.,1/1/26 14:28:40,23320.306,4,151
153,ALARM60010-Feed pressure transient train 2.,1/1/26 14:32:13,23533.965,0,-1
154,ALARM64051-SIS recovery latch state 1.,1/1/26 14:32:26,23546.614,4,153
155,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 14:35:52,23752.672,2,-1
156,ALARM63041-Column deltaP anomaly section 2.,1/1/26 14:36:06,23766.739,3,155
157,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 14:40:14,24014.235,1,-1
158,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 14:40:28,24028.148,2,157
159,ALARM60011-Feed oscillation train 3.,1/1/26 14:46:22,24382.627,0,-1
160,ALARM64050-Recovery interlock sequence state 1.,1/1/26 14:46:37,24397.85,4,159
161,ALARM60010-Feed pressure transient train 2.,1/1/26 14:50:03,24603.708,0,-1
162,ALARM61021-Reactor heat imbalance unit 1.,1/1/26 14:50:20,24620.7,1,161
163,ALARM60010-Feed pressure transient train 2.,1/1/26 14:54:15,24855.952,0,-1
164,ALARM61020-Reactor thermal drift unit 1.,1/1/26 14:54:22,24862.401,1,163
165,ALARM63040-Column pressure surge section 1.,1/1/26 14:59:35,25175.565,3,-1
166,ALARM64051-SIS recovery latch state 4.,1/1/26 14:59:46,25186.016,4,165
167,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 15:06:05,25565.166,1,-1
168,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 15:06:20,25580.865,2,167
169,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 15:10:36,25836.978,2,-1
170,ALARM64051-SIS recovery latch state 1.,1/1/26 15:10:54,25854.413,4,169
171,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 15:15:04,26104.233,2,-1
172,ALARM64050-Recovery interlock sequence state 4.,1/1/26 15:15:16,26116.414,4,171
173,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 15:19:17,26357.846,2,-1
174,ALARM63040-Column pressure surge section 3.,1/1/26 15:19:35,26375.078,3,173
175,ALARM60010-Feed pressure transient train 1.,1/1/26 15:23:14,26594.584,0,-1
176,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 15:23:21,26601.123,2,175
177,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 15:28:05,26885.546,2,-1
178,ALARM64051-SIS recovery latch state 1.,1/1/26 15:28:23,26903.455,4,177
179,ALARM60011-Feed oscillation train 3.,1/1/26 15:34:57,27297.457,0,-1
180,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 15:35:12,27312.441,1,179
181,ALARM60011-Feed oscillation train 4.,1/1/26 15:41:46,27706.231,0,-1
182,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 15:42:02,27722.952,2,181
183,ALARM60011-Feed oscillation train 3.,1/1/26 15:47:07,28027.478,0,-1
184,ALARM64051-SIS recovery latch state 1.,1/1/26 15:47:17,28037.269,4,183
185,ALARM61020-Reactor thermal drift unit 2.,1/1/26 15:53:22,28402.552,1,-1
186,ALARM63040-Column pressure surge section 3.,1/1/26 15:53:36,28416.492,3,185
187,ALARM61020-Reactor thermal drift unit 2.,1/1/26 15:58:06,28686.17,1,-1
188,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 15:58:13,28693.304,2,187
189,ALARM60011-Feed oscillation train 2.,1/1/26 16:04:12,29052.533,0,-1
190,ALARM64051-SIS recovery latch state 4.,1/1/26 16:04:21,29061.683,4,189
191,ALARM60010-Feed pressure transient train 4.,1/1/26 16:11:06,29466.518,0,-1
192,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 16:11:15,29475.41,2,191
193,ALARM60011-Feed oscillation train 3.,1/1/26 16:14:44,29684.871,0,-1
194,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 16:15:00,29700.845,2,193
195,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 16:18:37,29917.633,2,-1
196,ALARM64051-SIS recovery latch state 3.,1/1/26 16:18:45,29925.784,4,195
197,ALARM62031-Catalyst feeder jitter line 1.,1/1/26 16:24:09,30249.636,2,-1
198,ALARM64051-SIS recovery latch state 1.,1/1/26 16:24:26,30266.131,4,197
199,ALARM60011-Feed oscillation train 3.,1/1/26 16:28:13,30493.275,0,-1
200,ALARM64051-SIS recovery latch state 1.,1/1/26 16:28:22,30502.999,4,199
201,ALARM61021-Reactor heat imbalance unit 1.,1/1/26 16:34:29,30869.576,1,-1
202,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 16:34:47,30887.238,2,201
203,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 16:39:47,31187.416,2,-1
204,ALARM63041-Column deltaP anomaly section 4.,1/1/26 16:39:55,31195.143,3,203
205,ALARM61021-Reactor heat imbalance unit 1.,1/1/26 16:42:58,31378.488,1,-1
206,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 16:43:07,31387.243,2,205
